Product_name,Product ID,Review Text,Rating
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,I like Tha product but I don t like you don t give me charger with mobile Camra is good design very nice and overall is good I am recommend for this phone is best for normal user thank you flip kart good,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Display and Camera quality is very poor Battery also taking too much time to recharge and not support 25W fast charging finally waste of money ,2
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Singil speaker,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good performance  ,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Night selfie super,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,pH display is very smooth,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Beautiful pic,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good produced,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,amazing product thank u flipkart,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Camera results and phone,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Product is justifying its price Overall experience is good ,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good product,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Thanks Flipkart ,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very nice design But it s for basic usage ,4
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very nice phone,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,everything is very good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Camera good Display,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Camera is very good and battery backup is very good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Awesome,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,This is good product of one plus   Camera and sound to good and also battery life,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good product like a camera chargeing speed and degin,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,One plus CE3 lite  What a brilliant concept  I loved it  Super display quality  Best battery backup  Fast charging with 80w  Superb performance  Very smoothly working pubg game  And camera is ok from this price  Totally i love this one plus phone  Thanks,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Camera quality excellent battery very good performance very good overall phone quality is very good I love it,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Worth it decent phone camera need software update,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Superb,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Super mobile,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Nice camera Thanks Flipkart,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,The only problem I found with this phone is that call recording lets the caller know Otherwise it s fantastic mobile ,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,very good product,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good quality OnePlus Nord ce3 lite,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Thanks Flipkart and oneplus overall is best in best love it this phone is best for your future life and all of them ,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Nice,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good product good Quality best porfomanance,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Loved It,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Phone Is Good Better performance,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,VERY GOOD PRODUCT THANK YOU FLIPKART,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Nice phone,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good product,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,I am writing here after one week of experience good phone at this price Camera Battery backup phone speed all things are awesome I want to highlight one thing in description there is mention that audio jack is not available but in real it has 3 5mm audio jack kindly take care of description error,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Super,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Nice,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,My first one plus mobile feeling very happy Must buy amazing product ,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,That s is awesome,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Charging speed is very fast Camera quality is good service is very fast totaly is nice one,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,It s gorgeous product,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Awesome,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good mobile,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,At that price good phone,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Omg so beautiful Worth it I just request to deliver fast and I got 3 days before Thank you flipkart  Camera  4 Battery  4 5 Overall good It aslo support double video mode,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Absolutely nice right now but I heard from some one that after software UI updation one plus hanset s screen liner used to be happened so I feel little scared of it will it really happened or not Can I know the result ,4
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,One plus nice,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Unbeatable value for its price this mobile delights users with a larger size stunning display and worry free daily usage thanks to its cool operation ,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Superb quality,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Look 90 Display quality 95 Sound quality feel Dolby Atmos Bettery  70 Rear camera average quality 100 65 Front camera amazing,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Best Mobile,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,camera good Has and battery backup good fast charging,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Camera is awesome  ,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Nice phone,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Camara is very good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Good,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,Superb camera  Superb battery  ,5
OnePlus Nord CE 3 Lite 5G,MOBGZJ42KHUZZKMN,AMAZING,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Beautiful phone 1 day uss I have this mobile soo goodclear camera,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,very smooth camera is also nice ok,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Camera amezing,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Looks good display brightness is little less  Rest is good,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good and budget mobile Best performance good camera and battery backup Supperrrrrr ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Best Mobile Phone In The Segment With Overall Best And Optimized 108MP Camera With Low Light Photography Decent Processor Good RAM Management Sturdy Build Quality But There Are Issues Like Battery Draining And Heating Issues May Be Resolved By Future Updates ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Product is quiet impressive Camera is the main focus Design could be more enhanced ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,This is my review after one day use  1 camera is decent 2 battery is totally bad In just five to six hours it falls from 90 to 6  3 120Hz is nice you feel some smoothness 4 display is bigger in length but smaller in width 5 5g network is good ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Giving review after one month of use This is the best phone in this price range Camera 4 8 5 Performance 5 5 Overall very good phone just go for it,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice Phone,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good display loved using it,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good products this price,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Darun camera quality just wooow   ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Best phone low price,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Excellent very,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice phone n specs for the price,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Overall good phone,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,The looks are sleek Especially the Graphite Black Colour  The performance was pretty good for its price range  The Battery life was unexpectedly long lasting and the fast charging was impressive  Good Camera shoots pics very clearly  Amazing sound quality,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Battery backup is not good,3
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,best camera quality,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,I really loved this phone cause I am a gamer and I just want the performance,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Overall good phone,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,good product this one,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Hanging and heating,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,The battery life on this phone is incredible  easily lasts all day The camera takes great photos and the display is smooth and vibrant The price is very fair in terms of the storage as well ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice Product,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,So good,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Most beautiful back cemra,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Everything looks so nice Just loved it,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,The Poco M6 Plus 5G typically garners favorable reviews for its balance of performance and affordability Key strengths often highlighted include its strong 5G connectivity decent performance with a capable processor and good battery life The display quality and build are usually seen as satisfactory for its price range However some reviewers may note that the camera performance and software experience could be improved compared to more expensive models Overall it s considered a good v  READ MORE,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Superb phone,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,I would call this by far the best smartphone I have had under 15k Battery Life Performance UI UX and the display at this price simply can t disappoint The Camera Quality is also good Poco has really levelled up their game and I am impressed ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,The phone looks great Sleek and slim design under Rs 20000 is worth it I am a student so its very affordable and full of utilities Camera is very precise with good focus and zoom range,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Camera not good display just ok design good performance super,3
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Camera camera could be better Camera quality is medium to low Very bad Camera is not excellent in paper copying as in medium light camera flash is essential for everytime in paper copying For better camera phone search thoroughly I cannot say camera is not good but My redmi note 7s 48 mp camera is better than this camera It has samsung high grade camera sensor but camera average to normal Medium light performance is medium Also there is no 50 mp camera mode Only 13mp 108mp mode av  READ MORE,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Camera and battery backup User interface not good are much better in samsung mobile Performance very good Better than samsung mobile at the same price ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Battery is getting drain very fast ,3
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Awesome ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Excellent,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very good,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice product and the camera is good I loved it,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good Phone,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Overall good buy of budget phone Pros 1 Budget Price 2 Good Performance 4 Battery life is good 3 Fast Charging Cons Average Camera Quality  Didn t look like a 108 MP Camera Display  Screen brightness looks low as compared to other phones,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Amazing phone value for money battery amazing Camera amazing video quality amazing,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice hai,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very very nice picture very nice mobile,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice phone under 11k budget Cam 5 5 Performance 5 5 Battery 5 5 Heating issue in heavy task and charging Display 5 5 Overall good,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice mobile,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very good mobile but brightness low from other mobile,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Battery performance is very poor ,3
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,This phone offers excellent value for the price I like it The camera is a standout feature capturing clear and vibrant photos Overall a solid device,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Affordable phone with good features Needed to upgrade to 5G phone and ordered it Was offered best price and fast delivery in 2 days Very satisfied with this purchase ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very comfy and stylish phone camera design is osm display quality is good worth at this price  ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,I brought this mobile at 11k it has good looking big device In this price range you have better performance mobile phone are available but if you want IR blaster 108mp camera big display snapdragon processor 3 5mm headphones jack hyperos experience 33w charger including the box You definitely but it but the disadvantage is display brightness is very low while using outside Indoor is better ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice phone,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,The pretending of the the aura light is really shocks me     Camera is good Display is good Perfect all rounder phone ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Every thing is perfect but during charging mobile and cable are very heating problem and after 2 days mobile heat automatically,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,I have been using for 2 days so far its perfect Camera average performance is good battery is good overall it is good product for this price range Thanks Flipkart and Poco ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice product by it,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very nice product in low price,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Not match my expection which was I expected from this phone Display Rating 4 10 camera 7 10 Battery 7 5 10 sensor 5 5 10 ,3
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Just ok for the price Display is not that good Once you know the basic capabilities of the camera and you can click decent pictures Battery lasts more than a day A bit laggy if you open many apps but considering the price it is acceptable ,4
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very very good smartphone with a stylish plus design Xiaomi is a very top branded smartphone Love you Xiaomi very much ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Needed to upgrade to 5g phone and ordered it Was offered best price and fast delivery in 4 days Very satisfied with this purchase ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Fantastic camera photo It was good and worth for this price Nice display no hang Better than realme,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Superb mobile  Poco M6 Plus 5G is an impressive budget smartphone that offers great value for money It features a vibrant display smooth performance powered by a capable processor and 5G connectivity making it future proof for users The camera setup performs well in various conditions capturing decent photos and videos With a large battery it ensures all day usage complemented by fast charging capabilities Overall the Poco M6 Plus 5G is a solid choice for anyone seeking a reliabl  READ MORE,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Great purchase  worth every penny Nice camera Video quality awesome ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice mobile with big screen,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good product,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Superb performance quality in low price,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Superb quality phone in this price range  Pros  Design Performance Camera Appearance,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Great product And time delivery Very good mobile,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,It s really good phone Value for money I loved it ,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Very good product,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice phone i happy,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Good,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,love u poco poco,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice phone valu for munny,5
POCO M6 Plus 5G,MOBH2M2DT5SPSKJ4,Nice moni,5
