Product_name,Product ID,Review Text,Rating,Reviews_token,Sentiment_Score,compound,vader_lexicon_Sentiment
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,It has heating issue but after software update its normal,3,"['heating', 'issue', 'software', 'update', 'normal']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Super mobile phone,5,"['super', 'mobile', 'phone']","{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Everything is average Only brand name In the same money other brands are giving superior experience ,3,"['everything', 'average', 'brand', 'name', 'money', 'brands', 'giving', 'superior', 'experience']","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.7096}",0.7096,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Performance is not good enough to feel as upgrading Display is very worst ,3,"['performance', 'good', 'enough', 'feel', 'upgrading', 'display', 'worst']","{'neg': 0.382, 'neu': 0.618, 'pos': 0.0, 'compound': -0.7782}",-0.7782,Negative
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Awesome phone in this price Camera is totally good Thanks alot,5,"['awesome', 'phone', 'price', 'camera', 'totally', 'good', 'thanks', 'alot']","{'neg': 0.0, 'neu': 0.433, 'pos': 0.567, 'compound': 0.8878}",0.8878,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,I impression on a14 5g few issue but day to day life comfortable few improve performance,5,"['impression', 'a14', '5g', 'issue', 'day', 'day', 'life', 'comfortable', 'improve', 'performance']","{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.8674}",0.8674,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good quality,5,"['good', 'quality']","{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Value for money,3,"['value', 'money']","{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good,4,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Not good cemra,3,"['good', 'cemra']","{'neg': 0.546, 'neu': 0.454, 'pos': 0.0, 'compound': -0.3412}",-0.3412,Negative
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very much comfortable but price range is very much higher And has no case adapter,4,"['much', 'comfortable', 'price', 'range', 'much', 'higher', 'case', 'adapter']","{'neg': 0.155, 'neu': 0.719, 'pos': 0.127, 'compound': -0.1308}",-0.1308,Negative
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Amazing super,5,"['amazing', 'super']","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8271}",0.8271,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Nice phon camera quality good happy,5,"['nice', 'phon', 'camera', 'quality', 'good', 'happy']","{'neg': 0.0, 'neu': 0.242, 'pos': 0.758, 'compound': 0.8555}",0.8555,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,So far so good   i dunno muc about the gadget techno thing  but i experienced some good vibes from the set  like the processor is smooth  camera quality is nice  sound is amazing too   amd battery backup   its good too withstanding a day on single charge  I think everything is covered so far  happy with the purchase  Just the delivery guy  ohhh how that person ruined my beautiful experience by his unapologetic behaviour   shameless fellow  But whatever  atleast t  READ MORE,5,"['far', 'good', 'dunno', 'muc', 'gadget', 'techno', 'thing', 'experienced', 'good', 'vibes', 'set', 'like', 'processor', 'smooth', 'camera', 'quality', 'nice', 'sound', 'amazing', 'amd', 'battery', 'backup', 'good', 'withstanding', 'day', 'single', 'charge', 'think', 'everything', 'covered', 'far', 'happy', 'purchase', 'delivery', 'guy', 'ohhh', 'person', 'ruined', 'beautiful', 'experience', 'unapologetic', 'behaviour', 'shameless', 'fellow', 'whatever', 'atleast', 'read']","{'neg': 0.066, 'neu': 0.6, 'pos': 0.334, 'compound': 0.9867}",0.9867,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Camara best,5,"['camara', 'best']","{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,its good to use camera is also good But don t have screen share facility in samsung phone,5,"['good', 'use', 'camera', 'also', 'good', 'screen', 'share', 'facility', 'samsung', 'phone']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.6908}",0.6908,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Superb,5,['superb'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Overall good under 10000,5,"['overall', 'good', '10000']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good product value for money    etc,5,"['good', 'product', 'value', 'money', 'etc']","{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.6486,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good phone in this price Signal and picture quality of camera is good ,5,"['good', 'phone', 'price', 'signal', 'picture', 'quality', 'camera', 'good']","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.7003,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Nice phone,5,"['nice', 'phone']","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Nice phone,4,"['nice', 'phone']","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Best Budget Smartphone for parents or ideal use  Ratings as per specs  Design 4 5 Battery 4 5 UI 4 5 Features 4 5 Camera 4 5  As per my experience camera quality is quite impressive performance is a little concern for me as when the phone initially boots up I feel some lag hang for about 2 seconds but overall this phone meets expectations  I ve compared its camera with MOTO G64 one thing is sure that camera wise this phone is doing much better  This budget phone assures to perfor  READ MORE,4,"['best', 'budget', 'smartphone', 'parents', 'ideal', 'use', 'ratings', 'per', 'specs', 'design', '4', '5', 'battery', '4', '5', 'ui', '4', '5', 'features', '4', '5', 'camera', '4', '5', 'per', 'experience', 'camera', 'quality', 'quite', 'impressive', 'performance', 'little', 'concern', 'phone', 'initially', 'boots', 'feel', 'lag', 'hang', '2', 'seconds', 'overall', 'phone', 'meets', 'expectations', 'compared', 'camera', 'moto', 'g64', 'one', 'thing', 'sure', 'camera', 'wise', 'phone', 'much', 'better', 'budget', 'phone', 'assures', 'perfor', 'read']","{'neg': 0.018, 'neu': 0.76, 'pos': 0.222, 'compound': 0.9601}",0.9601,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Stylish Design and Awesome Performance,5,"['stylish', 'design', 'awesome', 'performance']","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Automatically Hanging and Heavy Heating,2,"['automatically', 'hanging', 'heavy', 'heating']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,This phone is very big just like use tablet so it s not a phone it s tablet and please don t take thi phone trow Flipkart because not support and return policy before purchasing show the small size pic but after show the real phone in m very disappointed it s money best phone please don t bay,4,"['phone', 'big', 'like', 'use', 'tablet', 'phone', 'tablet', 'please', 'take', 'thi', 'phone', 'trow', 'flipkart', 'support', 'return', 'policy', 'purchasing', 'show', 'small', 'size', 'pic', 'show', 'real', 'phone', 'disappointed', 'money', 'best', 'phone', 'please', 'bay']","{'neg': 0.096, 'neu': 0.713, 'pos': 0.19, 'compound': 0.7239}",0.7239,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Product is not bad It is in satisfactory levels,3,"['product', 'bad', 'satisfactory', 'levels']","{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.6542}",0.6542,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Cemera quality low charging time high and not expected compare to amount,2,"['cemera', 'quality', 'low', 'charging', 'time', 'high', 'expected', 'compare', 'amount']","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Best phone samsung  all rounder phone samsung supper I lv it,4,"['best', 'phone', 'samsung', 'rounder', 'phone', 'samsung', 'supper', 'lv']","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Brightness is a bit issue in sunlight,4,"['brightness', 'bit', 'issue', 'sunlight']","{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}",0.3818,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Amazing,5,['amazing'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good,5,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Best product,5,"['best', 'product']","{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good product value for money  good performance,5,"['good', 'product', 'value', 'money', 'good', 'performance']","{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.802}",0.802,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good phone as compare to price,5,"['good', 'phone', 'compare', 'price']","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very very good  camera quality great ,5,"['good', 'camera', 'quality', 'great']","{'neg': 0.0, 'neu': 0.346, 'pos': 0.654, 'compound': 0.8211}",0.8211,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,The ptoduct is very good Camera is also good buy this phone,5,"['ptoduct', 'good', 'camera', 'also', 'good', 'buy', 'phone']","{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7496}",0.7496,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good product,4,"['good', 'product']","{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,In this price range you can go for Vivo phones for better performance sometimes the touch screen is not working for seconds ,5,"['price', 'range', 'go', 'vivo', 'phones', 'better', 'performance', 'sometimes', 'touch', 'screen', 'working', 'seconds']","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good,5,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Best phone under this price,5,"['best', 'phone', 'price']","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good,5,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very nice  phone very good,5,"['nice', 'phone', 'good']","{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.742}",0.742,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very nice product Amazing Performance,5,"['nice', 'product', 'amazing', 'performance']","{'neg': 0.0, 'neu': 0.295, 'pos': 0.705, 'compound': 0.7996}",0.7996,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Great phone,5,"['great', 'phone']","{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Very good   looking with smart camera  advanced technology used  and user friendly  Samsung always best  as performance Thanks to flipkart for this tamely delivery  nice experience ,5,"['good', 'looking', 'smart', 'camera', 'advanced', 'technology', 'used', 'user', 'friendly', 'samsung', 'always', 'best', 'performance', 'thanks', 'flipkart', 'tamely', 'delivery', 'nice', 'experience']","{'neg': 0.0, 'neu': 0.475, 'pos': 0.525, 'compound': 0.9638}",0.9638,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,GOOD,5,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,nice phone,5,"['nice', 'phone']","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,I have bought this phone for my elder sister and my mom Quality of this phone is superb and all the things are good enough Thanks flipkart ,5,"['bought', 'phone', 'elder', 'sister', 'mom', 'quality', 'phone', 'superb', 'things', 'good', 'enough', 'thanks', 'flipkart']","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.872}",0.872,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,All thing is ok but company have to give charger also in this phone ,3,"['thing', 'ok', 'company', 'give', 'charger', 'also', 'phone']","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.1531}",0.1531,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Performance  Superb at this price point Battery  Drains fast and takes very long time to charge No fast charging support Display  Good at this price point Outdoor visibility satisfactory Speakers  Single speaker Loudness could have been better Network  Never faced any issues Build Quality  Cheap plastic ,3,"['performance', 'superb', 'price', 'point', 'battery', 'drains', 'fast', 'takes', 'long', 'time', 'charge', 'fast', 'charging', 'support', 'display', 'good', 'price', 'point', 'outdoor', 'visibility', 'satisfactory', 'speakers', 'single', 'speaker', 'loudness', 'could', 'better', 'network', 'never', 'faced', 'issues', 'build', 'quality', 'cheap', 'plastic']","{'neg': 0.038, 'neu': 0.698, 'pos': 0.264, 'compound': 0.9169}",0.9169,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Speed of the phone while browsing is too slow Please go for 8GB ramp,3,"['speed', 'phone', 'browsing', 'slow', 'please', 'go', '8gb', 'ramp']","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,I like Tha product but I don t like you don t give me charger with mobile Camra is good design very nice and overall is good I am recommend for this phone is best for normal user thank you flip kart good,4,"['like', 'tha', 'product', 'like', 'give', 'charger', 'mobile', 'camra', 'good', 'design', 'nice', 'overall', 'good', 'recommend', 'phone', 'best', 'normal', 'user', 'thank', 'flip', 'kart', 'good']","{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.9872}",0.9872,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Display and Camera quality is very poor Battery also taking too much time to recharge and not support 25W fast charging finally waste of money ,2,"['display', 'camera', 'quality', 'poor', 'battery', 'also', 'taking', 'much', 'time', 'recharge', 'support', '25w', 'fast', 'charging', 'finally', 'waste', 'money']","{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.8152}",-0.8152,Negative
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Singil speaker,4,"['singil', 'speaker']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good performance  ,4,"['good', 'performance']","{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Night selfie super,4,"['night', 'selfie', 'super']","{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,pH display is very smooth,4,"['ph', 'display', 'smooth']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Good,4,['good'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
SAMSUNG Galaxy A14 5G,MOBGHT8UUUNXNYZ4,Beautiful pic,4,"['beautiful', 'pic']","{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,Positive
